Date,Name,Description,Component,Affiliate Name,Class Name,Fully Formatted Result,Is Personal Record,Personal Record Description,Is Rx,Is Rx Plus,Result Type Label,Full Comment
03/23/2018,Metcon,"5 Rounds of:
1 Lap Around the Building Farmers Carry (70/53, 53/35. challenging weight)
5 Jerks Push or Split
* Record Heaviest Jerk as score, note farmers carry weight in comments at score card",9444117,Fitness Battalion,CrossFit: 17:30,105 lbs,0,,1,0,Weight,53s-44s
03/23/2018,CrossFit Games Open 18.5  (Ages 16-54)  11.6 and 12.5,"Complete AMRAP in 7 minutes of:

3 Thrusters, 100#/ 65#
3 Chest-To-Bar Pull-ups
6 Thrusters, 100#/ 65#
6 Chest-To-Bar Pull-ups
9 Thrusters, 100#/ 65#
9 Chest-To-Bar Pull-ups
12 Thrusters, 100#/ 65#
12 Chest-To-Bar Pull-ups
15 Thrusters, 100#/ 65#
15 Chest-To-Bar Pull-ups
18 Thrusters, 100#/ 65#
18 Chest-To-Bar Pull-ups
21 Thrusters, 100#/ 65#
21 Chest-To-Bar Pull-ups

This is a timed workout. If you complete the round of 18,
go on to 21. If you complete 21, go on to 24, etc.",8915596,Fitness Battalion,CrossFit: 17:30,90 Reps,0,,0,0,AMRAP - Reps,jumping pulls
03/22/2018,Metcon,"3 Rnds for Time:
50 DU's
2 Rope Climbs
30 Medball Situps (20/14)
20 OHS (95/65)
",9423294,Fitness Battalion,CrossFit: 17:30,16:47,0,,0,0,Time,65 lbs.
03/20/2018,Metcon,"3 Rnds for time:
15 Deadlifts 75% of Body Weight
400 m Run",9410264,Fitness Battalion,CrossFit: 17:30,7:22,0,,0,0,Time,120 Lbs.
03/13/2018,Captain Isabel,30 Power Snatches [95/65],7936045,Fitness Battalion,CrossFit: 17:30,3:25,0,,1,0,Time,
03/10/2018,Metcon,"800m Run Buy In 20/10# Vest
-then-
5 Rnds:
15 wall balls (20/14#)
15 Russian Twists (70/53#)
15 KB Swings (70/53#)
-then-
800m Run Cash Out 20/10# vest
",9339459,Fitness Battalion,CrossFit: 10:00,20:08,0,,0,0,Time,35# KB
03/09/2018,Crossfit Games Open 18.3 Scaled (Ages 16-54),"2 rounds for time of:

100 single-unders
20 overhead squats 45/35 lb
100 single-unders
12 chin-over-bar pull-ups
100 single-unders
20 dumbbell snatches 35/20 lb
100 single-unders
12 chin-over-bar pull-ups

Time cap: 14 minutes",9366425,Fitness Battalion,CrossFit: 17:30,14:00,0,,0,0,Time,"low bar pull ups, 812"
03/08/2018,Karen Smash,150 Thrusters [75/55],8612324,Fitness Battalion,CrossFit: 17:30,13:33,1,PR by 3:09 vs. 16:42 on 11/06/2017,1,0,Time,
03/06/2018,Metcon,"5 Rounds of:
1:00 min Medball Situps (20/14)
1:00 min Wall balls (20/14)
1:00 min DU's 
1:00 rest
*score is total number of reps from all movements",9339333,Fitness Battalion,CrossFit: 18:30,368 Reps,0,,1,0,AMRAP - Reps,
03/06/2018,1000m Row,Max Effort 1000m Row,74,Fitness Battalion,CrossFit: 18:30,4:18,1,PR by 0:12 vs. 4:30 on 01/20/2018,1,0,Time,
03/02/2018,Metcon,"18.2/18.2 A RX
12 Mins  cap to complete the following two parts:
Part A: ascending order of 2 movements reps 1-10 of:
50/35# DB Squats
Bar Facing Burpees

Part B:
in remaining time of 12mins if any, 1RM Clean",9326387,Fitness Battalion,CrossFit: 12:00,10:10,0,,1,0,Time,clean 130#
03/02/2018,Crossfit Games Open 18.2 (Ages 16-54),"1-2-3-4-5-6-7-8-9-10 reps 
for time of:
Dumbbell squats 50/35 lb
Bar-facing burpees

-12 minute time cap
- If you finish under the time cap, use remaining time to complete 18.2a
- If you don't finish before the time cap, add 1 second for every rep you don't complete before the time cap
",9326153,Fitness Battalion,CrossFit: 12:00,10:10,0,,1,0,Time,
03/02/2018,Crossfit Games Open 18.2 A (all divisions),Use the remaining time from 18.2 to accomplish a 1RM  clean,9326190,Fitness Battalion,CrossFit: 12:00,130 lbs,0,,1,0,Weight,
03/01/2018,Metcon,"Run 1 Mile
100 WBs (14/10#)
75 Burpees
50 Wall Walks",9300316,Fitness Battalion,CrossFit: 17:30,29:30,0,,0,0,Time,pike push ups and box hspu
02/27/2018,Metcon,"15 Min AMRAP:
10 Push Press (95/65#)
10 OTB Burpees
30 DU's",9300086,Fitness Battalion,CrossFit: 17:30,6 + 5,0,,1,0,AMRAP - Rounds and Reps,
02/24/2018,Metcon,"5 Rounds of:
800 m run 
Sled Push (145/45#) x 1
2 tire flips 
3 Rope Climbs ",9290193,Fitness Battalion,CrossFit: 10:00,33:15,0,,1,0,Time,
02/23/2018,Metcon,"CrossFit Games OPEN 18.1 RX
20 min AMRAP of:
8 T2B
10 DB Hang Clean & Jerks (50/35#)
Cal Row (14/12)


",9286504,Fitness Battalion,CrossFit: 17:00,300 Reps,0,,0,0,AMRAP - Reps,knw
02/22/2018,Metcon,"18 Min AMRAP:
21/15 Cal Row
18 Weighted Lunges (45/25# plate over head)
15 Medball or Weighted Situps (same weight as lunges)
12 Push Ups",9274780,Fitness Battalion,CrossFit: 17:30,5 + 0,0,,1,0,AMRAP - Rounds and Reps,
02/20/2018,Metcon,"4 Rnds of the Following:
2 Legless Rope Climbs
10 Push Press (115/75#)
15 Jumping Air Squats
20 Box Jump Overs (24/20"")",9259891,Fitness Battalion,CrossFit: 17:30,8:55,0,,1,0,Time,
02/19/2018,Metcon,"5 Rnds for Time:
5 Front Squats (135/95#)
10 Wipers (hanging from rig T2B style)",9259819,Fitness Battalion,CrossFit: 17:30,4:15,0,,0,0,Time,l-tuck wipers
02/17/2018,Metcon,"1 Round of the following:
10 Overhead squats (155/105 lbs)
10 Box jump overs ( 24/20’’ box)
10 Fat bar thrusters (135/95 lbs)
10 Power cleans (205/125 lbs)
10 Toes to bar
10 Burpee muscle-ups
10 Toes to bar
10 Power cleans (205/125 lbs)
10 Fat bar Thrusters (135/95 lbs)
10 Box Jump overs (24/10’’ box)
10 Overhead squats (155/105 lbs)",9251097,Fitness Battalion,CrossFit: 10:00,13:55,0,,1,0,Time,85#
02/16/2018,1-Mile Run,Max Effort 1-Mile Run,78,Fitness Battalion,CrossFit: 12:00,7:00,0,,1,0,Time,monster (45sec PR!)
02/16/2018,Metcon,"3 Rounds for Time:
10 Box Jumps (30/24"")
150m Sprint",9233483,Fitness Battalion,CrossFit: 12:00,4:08,0,,1,0,Time,
02/13/2018,Metcon,"3 Rounds for Time:
20 DU's 
10 Bear Complexes (95/65#)
400 M Run",9219468,Fitness Battalion,CrossFit: 6:30,14:06,0,,1,0,Time,
02/10/2018,Metcon,"For Time:
50/35 Cal Row
40 KB Swings 53/35#)
30 Push Press (115/80#)
40 KB Swings (53/35#)
50/35 Cal Row",9197313,Fitness Battalion,CrossFit: 10:00,11:47,0,,1,0,Time,
02/08/2018,Grace's Little Sister,30 Clean & Jerks 95/65#,8986034,Fitness Battalion,CrossFit: 6:30,1:47,1,PR by 0:45 vs. 2:32 on 01/08/2018,1,0,Time,
02/06/2018,CrossFit Games Open 15.1 Scaled,"9-Minute AMRAP of:
15 Hanging Knee Raises
10 Deadlifts, 85# / 55#
5 Ground to Overhead, 85# / 55#
",2111184,Fitness Battalion,CrossFit: 6:30,5 + 0,0,,1,0,AMRAP - Rounds and Reps,
02/03/2018,Metcon,"3 Rnds:
50 WB's (14/10#)
50 DU's or 150 Singles
40 Box Jumps (24/20)
40 K2E
30  PU's
30 Burpees
20 Cleans (95/65#)
20 Jerks (95/65#)
10 Snatches (95/65#)
10 Bar Muscle Ups",9159157,Fitness Battalion,CrossFit: 10:00,40:00,0,,0,0,Time,2 (40:00 cap) jumping Bar MU
02/01/2018,Metcon,"60 DUs or 180 Singles
50' Weighted Walking Lunges (53/35#)
40 DUs or 180 Singles
50' Weighted Walking Lunges (53/35#)
20 DUs or 180 Singles
50"" Weighted Walking Lunges (53/35#)",9123218,Fitness Battalion,CrossFit: 6:30,5:30,0,,1,0,Time,55#
01/25/2018,Metcon,"5 Rnds for Time:
7 Jerks (Push or Split) @ 80% of BWT
20 Pull-ups (if you have to do a progression, No Bands, low bar only)
*Rest 1 x's the time it took to complete the round before continuing on to the next round",9092106,Fitness Battalion,CrossFit: 6:30,14:50,0,,0,0,Time,"95#
bbap"
01/20/2018,Metcon,"100 DU's or 300 Singles Buy In- Then:21-15-9-6-3 of the following:
Box Jumps (24/20)
Hang Cleans (75/55)
Push Press (115/75)
Wall Balls (20/14)
100 DU’s or 300 Singles Cash Out
",9051488,Fitness Battalion,CrossFit: 10:00,18:00,0,,1,0,Time,Singles
01/20/2018,1000m Row,Max Effort 1000m Row,74,Fitness Battalion,CrossFit: 10:00,4:30,0,,1,0,Time,
01/19/2018,Metcon,"21-15-9
Thrusters (95/65#)
K2Es
",9051155,Fitness Battalion,CrossFit: 12:00,5:46,0,,0,0,Time,knees to chest
01/15/2018,Metcon,"1 Mile Run
50 KB Swings ( pick a challenging weight)
50 Ab Mat situps
800 M Run
30 KB Swings
50 Ab Mat
400 M Run
10 KB Swings 
10 Ab Mat Situps
",9038034,Fitness Battalion,CrossFit: 12:00,21:55,0,,1,0,Time,44-35# RKB
01/11/2018,Metcon,"10 Rounds for Time:
Row 20/15 Cals
10 Hang Power Cleans (95/65#)
",9006661,Fitness Battalion,CrossFit: 6:30,19:39,0,,1,0,Time,
01/10/2018,Metcon,"20 MIN AMRAP
20 x Push Press as close to 50% of your body weight as possible
400m Run
15 Push Ups (can use progression)
",9006446,Fitness Battalion,CrossFit: 12:00,4 + 0,0,,1,0,AMRAP - Rounds and Reps,"65#, worming push"
01/08/2018,Grace's Little Sister,30 Clean & Jerks 95/65#,8986034,Fitness Battalion,CrossFit: 6:30,2:32,0,,1,0,Time,
01/05/2018,DT,"5 Rounds for time:  
12 Deadlifts, 155# / 105# 
9 Hang Power Cleans, 155# / 105#
6 Push Jerks, 155# / 105#",116,Fitness Battalion,CrossFit: 17:30,10:07,0,,0,0,Time,85#
01/05/2018,EMOM 10 DL's,"10 Min EMOM
3 x DL @ 75% of 1RPM",8955172,Fitness Battalion,CrossFit: 17:30,155 lbs,0,,1,0,Weight,
01/03/2018,RX AMRAP 20,"400m Run
10 Pull Ups
15 Thrusters (95/65#)",8955001,Fitness Battalion,OPEN GYM,4 + 0,0,,0,0,AMRAP - Rounds and Reps,low bar pullups Lsit
01/02/2018,Metcon,"5 Rounds for Time
5 HSPU progressions on box
5 DL 185/135# + 20#s per RND",8936023,Fitness Battalion,CrossFit: 6:30,12:46,0,,0,0,Time,"ended at 190#
knees on box"
12/31/2017,Fight Gone Bad,"Three rounds of:   
Wall-ball Shots (Reps), 20#
Sumo deadlift high-pull (Reps),  75# 
Box Jumps, 20""  (Reps)
Push-press (Reps), 75#
Row (Calories)  
1-minute rest",34267,Fitness Battalion,Open Gym: 10:00,243 Total Reps,0,,1,0,Each Round For Reps,"Round 1 @ 24"""
12/21/2017,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 12:00,10 Reps,0,,1,0,AMRAP - Reps,
12/21/2017,Metcon,"15min AMRAP
10 Burpees
3 Wall Climbs",8838192,Fitness Battalion,CrossFit: 12:00,7 + 10,0,,0,0,AMRAP - Rounds and Reps,
12/20/2017,Metcon,"5 Rounds
400m Run
15 Front Squats [95/65]",8838181,Fitness Battalion,CrossFit: 12:00,15:28,0,,1,0,Time,
12/19/2017,Metcon,"7 Rounds of 7min
50 Star Jumps
15 Toes to Bar
2 Rope Climbs
Max WB Shots [14/10]",8838160,Fitness Battalion,CrossFit: 12:00,0 Reps,0,,0,0,AMRAP - Reps,5 rounds
12/14/2017,Annie,"50-40-30-20-10  
Double-unders  
Sit-ups",91,Fitness Battalion,CrossFit: 12:00,10:00,0,,1,0,Time,
12/13/2017,Metcon,"15min AMRAP
10m Overhead Walking Lunges [45/25]
3 Atomic Sit Ups
3 Muscle Ups",8800397,Fitness Battalion,CrossFit: 12:00,9 + 0,0,,0,0,AMRAP - Rounds and Reps,box assisted bmu
12/08/2017,Metcon,"15min AMRAP
5 Power Snatches [95/65]
5 Pull Ups",8755336,Fitness Battalion,CrossFit: 12:00,8 + 5,0,,0,0,AMRAP - Rounds and Reps,purple pin 1 big left
12/08/2017,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 12:00,40 Reps,0,,1,0,AMRAP - Reps,15 unbroken
12/04/2017,Fran,"21-15-9  
Thrusters, 95# / 65#  
Pull-ups",123,Fitness Battalion,CrossFit: 12:00,8:20,0,,0,0,Time,"75#, low bar"
12/01/2017,Captain Eva,"10 Rounds
400m Run
15 KB Swings [53/35]
15 Pull Ups",7968387,Fitness Battalion,CrossFit: 12:00,38:30,0,,0,0,Time,low bar/ring row
11/29/2017,Metcon,"15min AMRAP
10 WB Shots [20/14]
5 Burpee Tuck Jumps",8704553,Fitness Battalion,CrossFit: 17:30,10 + 2,0,,1,0,AMRAP - Rounds and Reps,
11/26/2017,Metcon,"15min AMRAP
10 Farmers Carry Lunges [53s/35s]
5 Burpees
3 Bar Muscle Ups",8644441,Fitness Battalion,Open Gym: 10:00,9 + 10,0,,0,0,AMRAP - Rounds and Reps,box assisted
11/24/2017,Metcon,"15min AMRAP
5 Overhead Squats [95/65]
5 Bar Facing Burpees
10 Double Unders",8704471,Fitness Battalion,CrossFit: 18:30,8 + 3,0,,1,0,AMRAP - Rounds and Reps,
11/22/2017,Metcon,"21-15-9
Deadlift [155/105]
Toes to Bar",8704440,Fitness Battalion,CrossFit: 18:30,5:57,0,,0,0,Time,knees to chest
11/21/2017,Metcon,"9 Rounds of 5min
400m Run
2 Rope Climbs
Max Reps KB Swings [53/35]",8704417,Fitness Battalion,CrossFit: 6:30,225 Reps,0,,1,0,AMRAP - Reps,
11/15/2017,Lumberjack Cap,"20 Deadlifts [185/115]
400m Run
20 KB swings [53/35]
400m Run
20 Overhead Squats [75/55]
400m Run
20 Burpees
400m Run
20 Pullups
400m Run
20 Box Jumps [20""]
400m Run
20 KB Squat Cleans [35s/26s]
400m Run",7775060,Fitness Battalion,CrossFit: 17:30,30:00,0,,0,0,Time,low bar pull ups
11/13/2017,Metcon,"1 Pull Up
10 Clusters [95/65]
2 Pull Ups
9 Clusters
3 Pull Ups
8 Clusters
...
10 Pull Ups
1 Cluster",8644382,Fitness Battalion,CrossFit: 17:30,14:14,0,,0,0,Time,"75#, low bar"
11/11/2017,Mr. Joshua,"5 Rounds for time of:  
400m Run  
30 GHD Sit-ups  
15 Deadlifts, 250#",181,Fitness Battalion,CrossFit: 10:00,26:00,0,,0,0,Time,"125#, abmat sit ups"
11/10/2017,Metcon,"15min AMRAP
10 Burpees
5 Atomic Sit Ups [45/25]
(Wear a vest [20/10])",8612413,Fitness Battalion,CrossFit: 12:00,8 + 0,0,,1,0,AMRAP - Rounds and Reps,
11/08/2017,Metcon,"15min AMRAP
400m Run
5 Bar Muscle Ups
2 Power Cleans [155/105]",8612361,Fitness Battalion,CrossFit: 18:30,4 + 400,0,,0,0,AMRAP - Rounds and Reps,"jumping bar mu
105#"
11/06/2017,Karen Smash,150 Thrusters [75/55],8612324,Fitness Battalion,CrossFit: 12:00,16:42,0,,1,0,Time,
11/03/2017,Baseline,"500m Row
40 Squats
30 Sit Ups
20 Push Ups
10 Pull Ups",8542589,Fitness Battalion,CrossFit: 6:30,6:12,0,,0,0,Time,barbell assisted pullups
11/01/2017,Metcon,"15min AMRAP
10 Box Pistols
10 Pull Ups
10 Push Presses [95/65]",8542578,Fitness Battalion,CrossFit: 18:30,7 + 0,0,,0,0,AMRAP - Rounds and Reps,top of box pistols
10/27/2017,Metcon,"6 Rounds of 7min Each
15 Deadlifts [155/105]
5 Clusters
3 Rope Climbs
Max Meters Bear Crawl",8497340,Fitness Battalion,CrossFit: 6:30,144.75 meters,0,,0,0,Distance,"75# cluster, G2box"
10/23/2017,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 17:30,40 Reps,0,,1,0,AMRAP - Reps,5
10/23/2017,Metcon,"21-15-9
WB Shots [20/14]
Burpees",8497255,Fitness Battalion,CrossFit: 17:30,4:33,0,,1,0,Time,
10/21/2017,Metcon,"For Time
100m Burpee Broad Jumps
Then
9 Rounds
5 Deadlifts
1 Power Clean
5 Front Squats
(Weights increase each round)
[165/110][95/65][35/26Gob]
[175/115][105/70][35/26Gob]
[185/125][115/75][35/26Gob]
[195/130][125/80][44/35Gob]
[205/140][135/85][44/35Gob]
[215/145][145/90][44/35Gob]
[225/155][155/95][53/44Gob]
[235/160][165/100][53/44Gob]
[245/170][175/105][53/44Gob]",8415490,Fitness Battalion,CrossFit: 10:00,27:45,0,,1,0,Time,"Cap +, Up to 120#"
10/20/2017,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 6:30,4 Reps,0,,0,0,AMRAP - Reps,
10/20/2017,Metcon,"15min AMRAP
1 Shoulder Presses [65/45]
2 Push Presses
3 Jerks
4 Back Squats
5 Back Squat Jumps
10 Burpees",8435245,Fitness Battalion,CrossFit: 6:30,8 + 6,0,,1,0,AMRAP - Rounds and Reps,55#
10/18/2017,Metcon,"15min AMRAP
5 Clusters [95/65]
40m Frog Jumps",8435164,Fitness Battalion,CrossFit: 17:30,7 + 0,0,,1,0,AMRAP - Rounds and Reps,
10/16/2017,Metcon,"15 Power Snatches [95/65]
5 Rope Climbs
12 Power Snatches
3 Rope Climbs
9 Power Snatches
1 Rope Climbs",8435124,Fitness Battalion,CrossFit: 17:30,8:20,0,,1,0,Time,
10/13/2017,Metcon,"10 Rounds
10 Hang Power Cleans [95/65]
100m Sprint",8415480,Fitness Battalion,CrossFit: 17:30,10:31,0,,1,0,Time,
10/11/2017,Metcon,"15min AMRAP
3 KB DL [53/35]
3 RKB Swings
3 KB Swings",8415468,Fitness Battalion,CrossFit: 12:00,37 + 0,0,,1,0,AMRAP - Rounds and Reps,
10/09/2017,Captain Amanda,"12-9-6
Bar Muscle Ups
Power Snatch [95/65]",8415455,Fitness Battalion,CrossFit: 12:00,7:05,0,,0,0,Time,"box assisted, 70#"
10/07/2017,FB Triathlon,"FB Triathlon
10min AMRAP
Back Squats [BW][75%BW][Box]
Then
5000m Row
Then
Monster Mile Run
(Each back squat completed earns a 6 second reduction of your total time)",8415434,Fitness Battalion,CrossFit: 10:00,40:25,0,,0,0,Time,105#
10/06/2017,Metcon,"12 Thrusters [95/65]
7 Bar Muscle Ups
9 Thrusters
5 Bar Muscle Ups
6 Thrusters
3 Bar Muscle Ups",8415431,Fitness Battalion,CrossFit: 17:30,5:00,0,,0,0,Time,"70#, box assisted"
10/04/2017,Metcon,"300 Front Rack Lunges [65/45]
100 Seated KB Presses [26s, 18s]
(After finishing the presses complete one round of the following for everytime you broke during the squats and presses)
5 Pull Ups
5 Toes to Bar",8415414,Fitness Battalion,CrossFit: 17:30,43:00,0,,1,0,Time,
10/02/2017,Nancy,"5 Rounds for time of:  
400m Run  
15 Overhead Squats, 95# / 65#",183,Fitness Battalion,CrossFit: 12:00,18:09,0,,1,0,Time,
09/30/2017,Metcon,"Teams of Three
Complete the Following for Time:
Thing 1: 150m Run
Thing 2: Overhead Hold [135/95][95/65][35/22]
Thing 3: WB Shots [20/14][14/10][]
Then
Thing 1: 250m Run
Thing 2: Hollow Body Hold
Thing 3: Front Squats
Then
Thing 1: 400m Run
Thing 2: Squat Hold
Thing 3: WB Shot-Ups
Then
Thing 1: 800m Run
ThIng 2: Handstand Hold
Thing 3: Power Clean and Jerks
Then
Thing 1: Monster Mile Run
Thing 2: AMRAP
10 Burpees
20 V-Ups
30 Squat Jumps
Thing 3: AMRAP
5 Power Snatches
10 Overheaed Squats
15 Deadlifts
Then
Thing 1: 800m Run
ThIng 2: Handstand Hold
Thing 3: Power Clean and Jerks
Then
Thing 1: 400m Run
Thing 2: Squat Hold
Thing 3: WB Shot Ups
Then
Thing 1: 250m Run
Thing 2: Hollow Body Hold
Thing 3: Front Squats
Then
Thing 1: 150m Run
Thing 2: Overhead Hold
Thing 3: WB Shots
(Rotate team members between runs as you choose. Bar weight is the same for all movements)",8379125,Fitness Battalion,CrossFit: 10:00,25:46,0,,0,0,Time,
09/29/2017,Captain Davis,"5 Rounds
15 Deadlifts [95/65]
10 Hang Power Cleans
5 Push Jerks",8242507,Fitness Battalion,CrossFit: 12:00,8:30,0,,1,0,Time,
09/27/2017,Metcon,"15min AMRAP
10 Push Ups
25 V-Ups
50m Bear Crawl",8379061,Fitness Battalion,CrossFit: 18:30,4 + 0,0,,1,0,AMRAP - Rounds and Reps,GHDs and V-ups
09/25/2017,Metcon,"21-15-9
Box Jumps [24""]
RKB Swings [70/53]",8379026,Fitness Battalion,CrossFit: 17:30,4:02,0,,1,0,Time,
09/22/2017,Metcon,"21-15-9
Calorie Row
Deadlift [185/125]",8338140,Fitness Battalion,CrossFit: 12:00,7:25,0,,1,0,Time,
09/20/2017,Metcon,"15min AMRAP
25 Double Unders
10 WB Shots [20/14]",8338128,Fitness Battalion,CrossFit: 12:00,5 + 0,0,,0,0,AMRAP - Rounds and Reps,"double, single, single, single x 10 each round"
09/18/2017,Max Double-Unders,Max set of Unbroken Double-Unders,165,Fitness Battalion,CrossFit: 17:30,1 Reps,0,,1,0,AMRAP - Reps,
09/16/2017,Badger,"Three Rounds for time of:  
30 'Squat' Cleans, 95#  
30 Pull-ups
Run 800 meters",93,Fitness Battalion,CrossFit: 10:00,37:38,0,,0,0,Time,
09/15/2017,Metcon,"3 Rounds
3 Rope Climbs
25 Back Squats [125/85]",8296270,Fitness Battalion,CrossFit: 6:30,8:15,0,,0,0,Time,Rope climbs looking better!!!!
09/12/2017,Metcon,"5 Rounds
3 Rope Climbs
10 Toes to Bar
21 Walking Lunges
400m Run",8296237,Fitness Battalion,CrossFit: 12:00,17:42,0,,0,0,Time,G2B and K2W
09/08/2017,Captain Davis,"5 Rounds
15 Deadlifts [95/65]
10 Hang Power Cleans
5 Push Jerks",8242507,Fitness Battalion,CrossFit: 6:30,14:01,0,,0,0,Time,75/70
09/06/2017,Metcon,"5 Back Squats [225/155]
1 Rope Climb
5 Back Squats
2 Rope Climb
5 Back Squats
3 Rope Climb
5 Back Squats
2 Rope Climb
5 Back Squats
1 Rope Climb",8242446,Fitness Battalion,CrossFit: 17:30,8:05,0,,0,0,Time,105# bcksqt
09/04/2017,Metcon,"15min AMRAP
400m Run
10 Toes to Bar
50 Double Unders
15 Squat Jumps",8242410,Fitness Battalion,CrossFit: 6:30,3 + 250,0,,0,0,AMRAP - Rounds and Reps,leg raises/ singles 2:1 and mod DU
09/01/2017,Metcon,"1 Rope Climb
5 Push Presses [95/65]
2 Rope Climbs
10 Push Presses
3 Rope Climbs
15 Push Presses
Then
15 Bear Complexes [95/65]",8205977,Fitness Battalion,CrossFit: 6:30,9:03,0,,0,0,Time,
08/30/2017,Grace,"For Time:  
30 Clean and Jerks, 135# / 95#",128,Fitness Battalion,CrossFit: 12:00,4:20,0,,0,0,Time,75#
08/28/2017,Metcon,"15min AMRAP
400m Run
10 Burpee Box Jump Overs [24""]",8205892,Fitness Battalion,CrossFit: 12:00,4 + 0,0,,1,0,AMRAP - Rounds and Reps,
08/25/2017,Godzuki,"10min AMRAP
5 Goblet Squats
5 Low Bar Pull Ups
5 Goblet Squat Clean Thrusters
5 Front Rolls",8051087,Fitness Battalion,CrossFit: 12:00,2 + 15,0,,1,0,AMRAP - Rounds and Reps,"44#, bar roll over"
08/23/2017,Metcon,"40min AMRAP
50 Star Jumps
100 Single Unders
50 RKB Swings
25 Walking Lunges",8051063,Fitness Battalion,CrossFit: 12:00,5 + 0,0,,1,0,AMRAP - Rounds and Reps,35#
08/21/2017,Nasty Avengers,"5 Rounds
20 Squat Jumps
3 Bar Muscle Ups
10 Power Cleans [95/65]",8051051,Fitness Battalion,CrossFit: 12:00,10:19,0,,0,0,Time,box assisted muscle ups
08/19/2017,Metcon,"Teams of Two
20-19-18-...-3-2-1
Deadlift [225/155][155/105][KB]
Front Squat [225/155][155/105][Goblet]
Pull Ups
(One bar or bell per team. One person working at a time. Team mate must finish their working set (ex 20 deadlifts) before switching)",8051034,Fitness Battalion,CrossFit: 10:00,25:00,0,,0,0,Time,
08/18/2017,Elizabeth Smash,"9-7-5
Squat Cleans [225/135]
Ring HSPU",8051031,Fitness Battalion,CrossFit: 17:30,12:04,0,,0,0,Time,foot assisted dips
08/17/2017,Metcon,"9 Rounds of 4min
400m Run
Or
500m Row
Or
75 Double Unders
Then
Max WB Shots [14/10]
(1min Rest between rounds)",8051006,Fitness Battalion,CrossFit: 6:30,270 Reps,0,,1,0,AMRAP - Reps,
08/16/2017,Metcon,"15min AMRAP
10 KB Swings [53/35]
10m Backwards Bear Crawl KB Drag",8051001,Fitness Battalion,CrossFit: 12:00,9 + 0,0,,1,0,AMRAP - Rounds and Reps,
08/11/2017,Metcon,"21-15-9
Hang Power Cleans [95/65]
WB Shots [14/10]",8049843,Fitness Battalion,CrossFit: 6:30,5:51,0,,1,0,Time,
08/09/2017,Metcon,"15min AMRAP
10cal Row
10 KB Swings [53/35]
5 Strict Pull Ups",8049803,Fitness Battalion,CrossFit: 17:30,7 + 0,0,,0,0,AMRAP - Rounds and Reps,low bar pullups
08/08/2017,Kyle-RAP,"45min AMRAP
30sec Sumo Squat Hold
100m Sprint
10 Step Ups [24""]
30m Frog Jumps
10 Burpees
30m Walking Lunges
10 Ring Rows",8049786,Fitness Battalion,CrossFit: 6:30,6 + 136,0,,1,0,AMRAP - Rounds and Reps,
08/07/2017,Annie,"50-40-30-20-10  
Double-unders  
Sit-ups",91,Fitness Battalion,CrossFit: 17:30,10:00,0,,0,0,Time,
08/04/2017,Filthy Fifty,"For Time:  
50 Box jumps, 24""   
50 Jumping pull-ups  
50 Kettlebell swings, 1 pood  
50 steps Walking Lunge  
50 Knees to elbows  
50 Push press, 45#   
50 Back extensions   
50 Wall ball shots, 20#  
50 Burpees 
50 Double unders",121,Fitness Battalion,CrossFit: 6:30,23:06,0,,0,0,Time,scaled
